TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG
01-01-2019,"24,8",31,"27,8",82,"3,2","5,4",8,350,3
02-01-2019,"25,6",31,"27,5",84,0,"2,5",5,270,2
03-01-2019,25,"29,8","27,5",85,"1,6","2,6",4,10,1
04-01-2019,"25,2",31,"28,1",80,-,0,6,10,2
05-01-2019,"25,2",31,"28,5",81,0,0,5,340,2
06-01-2019,"25,2","32,4",29,79,0,9,6,320,2
07-01-2019,"26,8","32,6","29,4",79,0,11,5,360,2
08-01-2019,"25,4","31,8","28,1",85,0,"6,8",5,360,1
09-01-2019,25,"31,6",29,84,"27,6","5,8",6,360,2
10-01-2019,"25,6","32,2","28,7",81,0,"7,9",3,300,1
11-01-2019,"25,8","31,6","29,2",82,1,"8,4",5,340,1
12-01-2019,"25,4","31,8","28,6",82,"6,7","9,6",4,360,2
13-01-2019,25,"31,6","27,7",86,"1,8","8,5",5,290,1
14-01-2019,"24,4",31,"27,5",84,1,"5,8",6,270,2
15-01-2019,"25,4",32,"28,2",82,0,"4,7",8,270,2
16-01-2019,"25,8","29,8","27,3",88,"1,2","5,7",5,270,2
17-01-2019,26,"31,6","27,9",84,"0,6",0,8,270,4
18-01-2019,"24,2","31,2",27,88,"22,9",6,4,350,1
19-01-2019,"24,8","30,2","27,4",86,"8,6","5,6",4,340,1
20-01-2019,"25,6",30,"27,8",83,"5,2",4,2,350,0
21-01-2019,25,"31,6","27,3",88,-,-,6,270,2
22-01-2019,"24,8","29,8","26,2",90,"20,8","4,8",11,250,4
23-01-2019,"23,8","30,4","26,3",87,"40,8",0,9,280,3
24-01-2019,"24,4","31,2","27,8",83,5,"1,4",8,310,4
25-01-2019,25,29,"26,5",90,"4,1",5,9,280,2
26-01-2019,25,31,"27,5",84,13,0,21,250,5
27-01-2019,24,"27,4","25,8",93,"33,9","6,2",9,260,2
28-01-2019,"24,6","27,8","26,6",86,"10,9",0,5,300,2
29-01-2019,24,"29,6","26,7",90,1,0,5,270,2
30-01-2019,"23,4","31,2","26,6",85,"3,5","0,7",7,330,3
31-01-2019,24,"30,4","26,9",90,0,"10,2",4,340,1
01-02-2019,"24,2","31,4","27,3",87,"2,8",2,5,360,2
02-02-2019,"24,6","30,4","27,4",87,1,"6,5",5,270,2
03-02-2019,"24,6","30,8","25,9",-,1,"6,3",5,320,1
04-02-2019,22,"31,2","26,9",86,"25,4","1,9",5,330,1
05-02-2019,"24,4","30,6","26,6",88,"7,5",6,6,340,2
06-02-2019,"23,2","30,8","26,5",89,"30,5","3,5",6,330,1
07-02-2019,"24,8","31,4","27,6",86,"12,1","7,3",6,290,2
08-02-2019,"23,8","30,8","26,6",90,"46,4","5,5",3,280,1
09-02-2019,"24,6","31,6","28,4",85,"9,5","3,8",4,360,1
10-02-2019,26,31,"28,4",84,"0,2","6,7",7,360,2
11-02-2019,"25,2","31,2","27,7",87,"0,4","6,5",5,340,2
12-02-2019,"24,8","31,2",28,81,"4,8","0,2",3,350,1
13-02-2019,"24,8","31,2",28,81,"4,8","0,2",3,350,1
14-02-2019,25,"31,4","27,9",83,-,"6,2",6,340,2
15-02-2019,26,31,"27,4",89,0,"7,3",3,260,1
16-02-2019,25,"31,4","27,8",85,23,"2,4",8,130,2
17-02-2019,22,"31,8",28,81,40,"9,6",4,250,2
18-02-2019,"25,4","31,4","27,7",84,0,"9,7",4,360,2
19-02-2019,"24,2","31,8","28,2",81,0,"6,6",5,350,1
20-02-2019,"25,4","31,4","28,6",81,0,"9,6",5,280,2
21-02-2019,"25,4",31,"28,2",78,0,"6,3",3,310,1
22-02-2019,25,"31,6","27,9",82,0,"5,7",4,340,1
23-02-2019,"24,2",32,"27,3",84,2,"6,8",6,320,2
24-02-2019,"24,6","32,2","28,2",82,"11,3","7,1",4,320,2
25-02-2019,24,"32,6","28,6",82,3,"8,4",4,30,2
26-02-2019,26,34,"29,8",80,0,"8,5",6,110,4
27-02-2019,27,"34,4","30,6",74,0,"9,1",6,340,3
28-02-2019,27,33,"29,9",77,0,"9,6",6,320,2
01-03-2019,26,"32,2","27,7",-,-,-,4,350,1
02-03-2019,25,32,"27,7",85,"14,6","4,4",4,220,2
03-03-2019,"25,2",31,"27,1",88,"1,1","6,3",4,110,1
04-03-2019,"25,2","31,6","28,1",83,0,"2,5",6,330,1
05-03-2019,"25,2","31,6","28,1",86,"2,7","4,7",6,300,3
06-03-2019,"25,6","29,2",26,94,1,"7,9",5,290,2
07-03-2019,23,"28,8","26,3",91,"19,5",1,3,110,1
08-03-2019,"24,6","30,8","27,5",86,0,0,4,340,1
09-03-2019,25,"31,2","27,6",84,0,"4,9",4,360,1
10-03-2019,"24,2","30,6","26,4",92,1,"5,2",4,320,1
11-03-2019,25,"31,6","27,8",84,3,7,4,330,1
12-03-2019,"25,4",31,28,88,"0,9","7,6",6,280,3
13-03-2019,24,32,"28,3",88,0,"3,5",4,340,2
14-03-2019,"25,8","31,8","28,8",85,0,"7,2",11,270,3
15-03-2019,26,"32,4","28,8",86,0,"6,4",6,360,2
16-03-2019,"25,4","30,8","26,8",85,0,"5,5",4,340,2
17-03-2019,"24,2","30,8","26,4",89,3,"2,3",3,270,0
18-03-2019,"22,6","30,6","27,3",87,1,"0,7",4,320,1
19-03-2019,25,"30,8","26,6",90,7,"5,1",4,230,1
20-03-2019,"23,8","31,4",28,87,"40,5","3,7",7,320,2
21-03-2019,"25,2","32,2","28,4",84,0,"8,7",7,280,3
22-03-2019,"25,2","32,6","28,7",87,15,"7,1",7,300,2
23-03-2019,"24,6","31,4","27,5",91,"4,8","8,1",9,330,2
24-03-2019,"25,4","27,8","26,7",92,"1,2",0,3,30,0
25-03-2019,25,"30,4","27,1",90,"12,3",0,4,300,1
26-03-2019,"23,8","32,6","28,4",82,24,"3,7",3,290,1
27-03-2019,"25,8","32,4","27,5",91,0,"6,3",6,360,2
28-03-2019,"24,2","31,6","26,9",88,"9,3","6,1",3,210,1
29-03-2019,24,"31,8",28,84,3,"3,4",5,360,2
30-03-2019,25,"31,8","28,5",83,0,"9,8",5,330,2
31-03-2019,25,"31,6","27,5",87,0,"6,5",4,340,1
01-04-2019,24,"30,8","26,2",89,"16,4","6,7",4,160,1
02-04-2019,"25,6","30,8","27,5",86,"5,1","4,9",3,360,1
03-04-2019,"25,2",33,"28,8",82,0,"5,3",4,360,1
04-04-2019,"24,8","33,6","28,4",82,"43,5","8,1",5,110,2
05-04-2019,"25,2","31,8","28,7",82,"3,2","7,4",5,350,2
06-04-2019,"24,8","31,8","27,6",84,"17,2","9,4",8,360,2
07-04-2019,"24,4","32,4",-,-,"9,7","8,1",4,360,2
08-04-2019,"25,2","31,8","28,4",86,"15,5",9,4,340,2
09-04-2019,"25,2","32,4","28,5",84,"18,8","9,4",5,320,2
10-04-2019,"25,6",32,-,-,0,"5,4",5,90,2
11-04-2019,"25,2","31,2",28,85,0,"8,2",4,110,1
12-04-2019,25,34,"28,8",81,"0,7","8,4",5,360,2
13-04-2019,"25,8","32,6","28,2",89,"5,4","7,3",4,120,2
14-04-2019,"25,4","34,6","27,7",86,"15,2","5,7",6,260,2
15-04-2019,"24,6","34,4","28,2",86,"8,9","5,6",5,350,2
16-04-2019,"25,6","32,4","28,7",85,1,"5,5",4,100,2
17-04-2019,"25,8","31,8","28,7",82,0,"5,7",6,350,2
18-04-2019,"25,8","34,2","29,3",79,0,"8,8",5,110,2
19-04-2019,"25,2","33,6","30,2",76,"9,3","7,8",4,110,2
20-04-2019,"26,4","33,8","28,8",79,0,"6,9",7,100,2
21-04-2019,26,"33,4","29,9",77,0,"4,9",6,100,2
22-04-2019,"27,4","34,8","30,6",68,0,"8,4",6,100,2
23-04-2019,27,"34,6","30,8",69,0,"9,5",6,150,3
24-04-2019,"27,4","33,8",30,72,0,"9,3",5,120,2
25-04-2019,"27,4",34,"29,1",79,0,"5,5",4,120,2
26-04-2019,"25,4","33,6","29,5",75,"19,2",7,4,110,2
27-04-2019,25,"32,4","28,5",81,0,"7,2",4,350,1
28-04-2019,"25,2","30,6","27,8",86,2,"6,9",6,360,1
29-04-2019,"25,8","31,4","27,5",86,"3,2","1,6",5,360,2
30-04-2019,"24,8",32,"28,1",82,"11,2","4,5",5,350,1
01-05-2019,"25,4","31,4","27,4",85,"31,8",9,4,50,2
02-05-2019,"25,2",32,"28,1",81,-,"5,4",4,330,2
03-05-2019,"24,8","32,6","28,9",76,-,"6,7",5,340,2
04-05-2019,"25,4","33,2","28,1",82,-,"7,8",4,340,2
05-05-2019,-,"33,6","28,3",82,"14,5","7,8",5,270,1
06-05-2019,"25,2",32,"28,4",82,"10,9","9,4",4,330,1
07-05-2019,"22,8","33,6","29,4",78,0,"9,8",5,70,2
08-05-2019,"26,2","33,2",29,77,"0,6",9,5,340,2
09-05-2019,26,"33,2","28,2",82,0,"10,2",4,160,1
10-05-2019,"24,6","32,4","28,4",80,"53,6","6,2",4,50,2
11-05-2019,25,"32,6","28,7",76,0,"3,9",7,100,3
12-05-2019,"25,4","32,4",29,74,0,9,4,110,2
13-05-2019,25,34,"29,5",70,0,8,5,90,2
14-05-2019,"25,6",34,"28,9",77,0,"9,5",4,100,2
15-05-2019,26,"33,8","29,8",76,0,"8,5",5,120,2
16-05-2019,"25,4","31,8","28,5",85,"3,2","8,3",4,20,2
17-05-2019,"24,4","33,6","28,6",71,0,"4,9",5,110,2
18-05-2019,"23,8","32,8","27,7",78,0,"9,2",5,360,1
19-05-2019,"24,4","33,6","29,1",69,0,"7,6",6,40,1
20-05-2019,25,"33,4","29,1",73,0,"9,8",5,100,2
21-05-2019,"24,4","34,6","29,4",73,0,"10,2",6,80,2
22-05-2019,"24,8",35,"29,1",75,0,"9,9",5,10,2
23-05-2019,"25,8","35,6",30,69,0,"10,5",5,90,2
24-05-2019,"23,6","33,8","29,5",74,0,"9,2",5,130,3
25-05-2019,"24,8","33,6","28,9",74,0,"9,6",6,30,2
26-05-2019,25,34,"29,2",74,0,"9,7",5,140,2
27-05-2019,"25,6","33,8","29,4",73,0,"7,9",5,40,3
28-05-2019,25,"34,2","31,1",61,0,"6,9",5,70,3
29-05-2019,"25,2","34,6","30,3",71,0,"10,3",6,110,4
30-05-2019,"25,6","34,2","28,9",75,0,"9,2",6,90,2
31-05-2019,"24,6","33,8","28,7",73,0,10,6,90,2
01-06-2019,23,34,"28,5",74,0,"9,5",5,110,2
02-06-2019,24,"32,4","27,8",78,0,"7,9",4,320,1
03-06-2019,"23,8","31,8","27,1",82,0,"7,9",4,350,1
04-06-2019,"24,4","33,8","28,4",78,0,4,4,340,1
05-06-2019,"23,4","33,4","29,8",70,0,"5,8",5,110,2
06-06-2019,"26,4","33,6","30,2",66,0,"10,2",4,110,3
07-06-2019,26,"34,2","30,4",68,0,"9,4",5,110,3
08-06-2019,"24,2","34,2","28,8",70,0,"7,1",8,100,2
09-06-2019,"23,6","34,2","28,4",73,0,"8,6",10,90,2
10-06-2019,24,35,"28,7",75,0,"8,5",6,50,2
11-06-2019,"24,4","35,6","29,6",69,0,"10,4",5,100,3
12-06-2019,"23,8","34,6","29,1",71,0,"9,6",6,50,2
13-06-2019,"24,8","33,6","29,5",73,0,"9,5",11,70,2
14-06-2019,26,"30,8","27,6",84,0,"7,8",4,350,1
15-06-2019,"25,4","34,6","28,8",79,0,"1,1",5,150,2
16-06-2019,24,"33,6","28,5",76,1,"5,5",6,100,2
17-06-2019,"25,2","33,4","29,1",65,0,"8,4",6,90,2
18-06-2019,"23,8",33,29,68,0,"10,3",9,80,4
19-06-2019,"22,8","31,8","26,9",78,0,"10,6",4,40,1
20-06-2019,"22,8","33,2","27,5",70,0,"10,3",5,110,2
21-06-2019,"21,8","32,4",27,77,0,"9,9",4,100,2
22-06-2019,"22,4","32,8","26,8",79,0,"9,1",5,110,2
23-06-2019,"23,4","33,8","27,6",72,0,"9,1",7,110,2
24-06-2019,23,"34,6","27,9",65,0,"9,4",5,90,2
25-06-2019,"23,6","34,6","27,7",69,0,"9,9",7,90,2
26-06-2019,24,"34,2","28,8",70,0,"10,6",4,300,2
27-06-2019,"24,2","33,8","28,1",69,0,"10,3",6,300,2
28-06-2019,"22,8","33,6",28,66,0,"9,3",4,120,2
29-06-2019,"20,8","33,2","25,6",71,0,"10,3",5,360,1
30-06-2019,"21,8","32,4",27,68,0,"10,6",5,50,1
01-07-2019,"22,2","32,8","27,2",66,0,"9,7",5,140,3
02-07-2019,22,"33,8","26,9",76,0,10,7,120,3
03-07-2019,"21,6","34,8","28,4",81,0,"9,1",8,100,3
04-07-2019,25,"34,4",29,73,0,"8,7",7,70,2
05-07-2019,"25,2","33,8","28,7",80,"0,8","6,9",9,60,4
06-07-2019,"25,2","33,4",-,-,0,10,6,340,3
07-07-2019,25,"33,6",29,71,0,"9,2",7,110,3
08-07-2019,"23,8","33,2",27,77,0,10,7,90,3
09-07-2019,23,"34,4","26,7",73,0,10,7,100,2
10-07-2019,"22,2","33,4","27,3",66,0,10,8,110,2
11-07-2019,"23,4","33,6","28,8",62,0,"10,3",6,340,3
12-07-2019,"23,4","33,8","27,8",67,0,10,8,120,4
13-07-2019,"22,8","33,6","27,8",67,0,"10,2",6,40,2
14-07-2019,"20,8","33,2","27,1",63,0,"10,4",7,110,2
15-07-2019,"20,6","33,8","27,5",63,0,"9,8",4,110,2
16-07-2019,"22,2",34,"27,6",58,0,9,5,110,2
17-07-2019,"21,6","33,8","26,4",66,0,10,7,50,2
18-07-2019,"19,6","34,6","27,8",68,0,"9,3",7,60,3
19-07-2019,"22,6",33,"29,3",62,0,"9,6",6,120,3
20-07-2019,"26,4","34,8","29,6",66,0,"1,3",6,90,2
21-07-2019,"23,9","34,4","28,8",71,0,"6,9",5,60,2
22-07-2019,"23,2","34,4","27,8",67,0,10,5,10,2
23-07-2019,22,"32,8","26,8",71,0,"10,8",8,340,2
24-07-2019,23,"34,6","27,4",72,0,"9,8",6,100,2
25-07-2019,"23,2",33,27,67,0,"9,2",5,110,2
26-07-2019,"23,6","33,8","28,3",70,0,"9,6",6,340,3
27-07-2019,"24,4","32,8","27,8",74,0,"10,7",4,120,2
28-07-2019,-,-,-,-,-,-,-,-,-
29-07-2019,21,"33,6",27,66,0,"9,6",6,120,2
30-07-2019,"22,8",33,"28,1",63,0,"10,4",4,40,2
31-07-2019,"22,2","34,4","25,7",-,0,"9,4",5,110,3
01-08-2019,"21,8",34,"27,5",66,0,"10,2",7,130,3
02-08-2019,"24,2","34,6","28,2",66,0,"10,2",6,90,3
03-08-2019,23,"33,6","27,4",64,0,"10,1",6,90,2
04-08-2019,"21,2","32,4","26,9",66,"1,6","9,9",4,80,1
05-08-2019,21,32,"26,1",67,0,"9,9",4,360,2
06-08-2019,"20,4","34,2","26,5",63,0,10,5,270,2
07-08-2019,"18,4",34,"26,9",60,0,"8,1",6,260,2
08-08-2019,"22,2","33,8",28,59,0,"8,6",5,100,1
09-08-2019,"23,2",35,"28,4",64,0,"10,4",8,110,3
10-08-2019,"22,6",34,"27,2",64,0,"10,6",6,30,2
11-08-2019,"23,8","34,2","28,9",68,0,"9,8",9,40,3
12-08-2019,"23,4","34,4","28,2",64,0,"10,2",6,120,3
13-08-2019,"24,4","34,6","29,8",65,0,"9,8",9,110,5
14-08-2019,"25,6","35,2","29,4",65,0,"10,3",8,90,4
15-08-2019,"25,8","34,8","29,3",67,0,10,6,140,3
16-08-2019,"23,8","34,6",28,69,0,8,5,100,3
17-08-2019,"23,4","34,4","27,2",74,0,"9,8",6,90,2
18-08-2019,"22,2",35,"27,4",69,0,"9,7",8,340,2
19-08-2019,"21,6","33,4",27,70,0,"10,6",4,330,2
20-08-2019,"22,8","34,8","28,8",62,0,"9,6",7,90,3
21-08-2019,"25,6","34,8","30,1",56,0,"10,3",9,120,5
22-08-2019,"26,6","34,8",30,62,"0,2","9,9",6,100,3
23-08-2019,23,"34,2","28,4",66,0,10,4,100,2
24-08-2019,"22,4",33,"27,2",71,0,10,5,270,2
25-08-2019,"23,2",33,27,77,0,"10,2",6,270,3
26-08-2019,"24,2",33,"27,9",74,0,9,5,340,2
27-08-2019,24,"32,8",28,72,0,"8,9",5,360,2
28-08-2019,"23,6",34,"28,3",66,0,"8,3",4,140,3
29-08-2019,"25,2","34,8",29,62,0,"9,6",7,340,4
30-08-2019,"22,6","34,4","27,5",64,0,"8,6",7,110,3
31-08-2019,"22,8","34,6","27,8",67,0,10,8,100,4
01-09-2019,-,"35,4","28,4",65,-,-,6,100,3
02-09-2019,"23,4",33,"27,5",70,0,"10,5",4,270,2
03-09-2019,"24,6","34,4","28,7",70,0,"10,1",6,330,3
04-09-2019,"24,6","36,2","28,8",68,0,"9,4",5,10,2
05-09-2019,"23,2",35,"27,9",56,0,"9,8",6,120,3
06-09-2019,"22,8","34,8","28,4",56,0,"10,4",6,70,2
07-09-2019,"21,2","34,6","28,8",56,0,"9,8",7,90,3
08-09-2019,"23,8",34,28,68,0,"11,3",5,90,2
09-09-2019,"23,4","35,8","28,9",64,0,"9,5",6,350,3
10-09-2019,24,"36,6","30,8",40,0,"10,5",9,110,3
11-09-2019,"22,2","34,8","27,7",66,0,"10,4",6,360,3
12-09-2019,"22,4","35,4","27,8",58,0,"9,3",6,350,3
13-09-2019,"21,6","34,2","27,3",56,0,"10,5",6,60,2
14-09-2019,"22,8","32,8","27,3",66,0,"10,2",7,60,2
15-09-2019,"24,2","33,8","29,3",62,0,"9,8",7,340,3
16-09-2019,"25,8","34,8","29,2",65,"4,3","6,6",5,350,3
17-09-2019,"23,8",35,"28,4",70,0,"10,2",6,100,3
18-09-2019,"24,6",35,"28,5",69,0,"9,2",6,100,2
19-09-2019,"23,8","32,6","27,7",72,0,"10,2",7,330,3
20-09-2019,"23,2","35,2","28,6",66,0,"9,7",5,70,3
21-09-2019,24,"34,8","28,2",73,0,"10,2",5,100,2
22-09-2019,"23,2","35,8","28,7",70,0,10,6,330,3
23-09-2019,25,"35,4","29,6",72,0,"8,4",7,340,3
24-09-2019,"26,2",36,"30,5",70,0,"10,2",7,100,3
25-09-2019,25,"36,2","29,6",73,0,"10,2",10,350,3
26-09-2019,"24,4",37,"30,7",74,0,"9,6",5,100,3
27-09-2019,"25,2","36,4","29,5",79,"0,4","9,8",6,40,2
28-09-2019,"25,6",35,"29,1",76,0,"8,7",7,350,3
29-09-2019,"25,6","35,8","29,9",72,6,"9,7",7,90,4
30-09-2019,"23,6","36,6","29,5",67,0,"9,7",8,110,3
01-10-2019,24,32,"28,6",74,0,"10,4",6,340,2
02-10-2019,"24,8","36,4","29,8",71,0,10,7,300,2
03-10-2019,"24,2","35,8",30,73,0,"10,3",7,110,3
04-10-2019,24,"37,4","29,4",72,1,10,6,100,2
05-10-2019,22,"37,4","29,3",64,0,11,8,110,3
06-10-2019,"23,4","36,6","29,4",72,0,11,8,100,2
07-10-2019,"23,6","35,6","28,8",75,0,"10,4",4,340,2
08-10-2019,"26,4","36,6","30,7",69,0,8,4,50,2
09-10-2019,26,"34,2",30,72,0,"9,9",6,350,3
10-10-2019,"25,2","36,6","30,9",66,0,"9,3",6,100,3
11-10-2019,"26,2","37,6","30,9",66,0,"7,3",6,110,2
12-10-2019,25,"33,8","28,8",72,0,"10,4",5,320,2
13-10-2019,25,"34,6","28,9",72,0,"9,5",4,310,1
14-10-2019,"25,4","35,6","29,8",72,0,"9,9",4,80,1
15-10-2019,"25,6","33,8","29,5",75,0,"10,4",4,350,1
16-10-2019,"26,4","34,4","29,8",71,0,"10,4",5,340,2
17-10-2019,"25,6","34,8","29,7",73,"0,2","7,5",6,340,3
18-10-2019,"24,6","35,2","29,7",74,0,"9,8",6,350,2
19-10-2019,"25,2","34,2","28,8",79,0,"11,5",6,350,1
20-10-2019,"24,2","36,4","29,3",80,7,"8,9",5,90,2
21-10-2019,"24,2",38,"30,2",72,0,"9,5",7,110,2
22-10-2019,"23,4","39,4","30,2",74,0,"11,1",4,70,1
23-10-2019,"25,4","38,6","30,4",69,0,11,7,80,3
24-10-2019,"23,4",38,"31,1",67,0,"10,6",7,100,3
25-10-2019,"25,4","36,8","30,4",72,0,"10,8",6,350,2
26-10-2019,"25,2","34,6","30,3",72,0,"10,8",6,310,2
27-10-2019,"24,6",33,"29,2",77,0,"9,9",5,350,2
28-10-2019,"25,2","37,4","30,6",63,0,"7,2",6,110,3
29-10-2019,25,"33,8","29,8",74,0,"10,6",6,350,3
30-10-2019,"24,8","34,6","29,8",73,0,"9,6",6,350,2
31-10-2019,"26,2","34,8","30,4",72,0,"10,5",5,290,2
01-11-2019,"24,4","33,6","28,7",82,"26,6","10,5",6,230,2
02-11-2019,26,"31,4",-,-,0,5,3,40,2
03-11-2019,25,"34,4","26,9",-,"0,5","0,9",4,150,1
04-11-2019,25,"33,3","29,2",81,"0,5","3,1",4,330,1
05-11-2019,"26,6","34,6","30,2",75,0,"5,6",3,120,1
06-11-2019,"23,6",34,"29,2",74,0,"7,2",4,360,2
07-11-2019,"24,8","34,6","29,6",72,0,"11,2",6,340,3
08-11-2019,"25,6","35,6","30,1",75,0,"11,2",8,280,3
09-11-2019,"26,4","34,8","30,3",76,0,"10,4",4,350,2
10-11-2019,"25,2",35,"30,2",75,"0,2","7,3",6,340,2
11-11-2019,25,34,"29,9",77,0,"10,3",3,350,1
12-11-2019,"25,2","36,8","30,8",73,0,"9,3",5,100,2
13-11-2019,"26,6","36,4","30,1",73,0,"8,8",7,90,3
14-11-2019,"25,6","34,6","30,3",78,2,"7,7",6,350,2
15-11-2019,"26,8",34,"30,4",77,0,"3,9",6,330,2
16-11-2019,23,"38,2","31,4",68,0,"9,4",8,100,4
17-11-2019,"23,4","37,6","30,5",73,0,"10,5",8,80,3
18-11-2019,"25,4","38,4","31,2",66,0,"9,9",9,90,3
19-11-2019,27,"34,6","31,2",73,0,"9,2",4,340,2
20-11-2019,"27,4",33,"29,9",75,0,"9,7",4,350,2
21-11-2019,"25,8","34,4","30,1",76,"0,6","6,3",4,340,2
22-11-2019,26,"34,2","29,9",76,0,"8,5",4,330,2
23-11-2019,24,37,"30,5",74,0,"6,6",6,330,3
24-11-2019,"25,8",37,"30,9",70,0,"9,4",7,90,3
25-11-2019,"26,4","34,2","30,1",75,0,"10,3",5,20,2
26-11-2019,"26,4","34,2","29,9",77,0,"7,2",5,360,2
27-11-2019,"26,4","34,4","30,7",73,0,"9,6",5,350,2
28-11-2019,26,"33,4","29,8",77,10,"6,8",4,350,1
29-11-2019,"27,2","34,6","30,4",75,0,"5,9",4,350,2
30-11-2019,"24,8","33,6","29,4",83,"30,3","9,4",5,280,2
01-12-2019,"26,4","36,4","30,9",72,-,"6,4",5,60,2
02-12-2019,"26,6","33,6","30,2",80,0,"10,1",4,330,2
03-12-2019,"26,8","32,8",30,80,0,"8,7",8,340,3
04-12-2019,26,"33,8","28,7",83,0,"7,6",7,350,3
05-12-2019,"24,6","31,2","28,5",82,"45,5","7,2",3,60,1
06-12-2019,25,"33,4","28,2",82,"14,7","0,9",6,350,2
07-12-2019,24,"33,6","28,4",85,36,"7,9",7,45,2
08-12-2019,"25,4","33,2","29,4",84,8,"4,8",5,360,2
09-12-2019,"25,4","32,4","28,8",86,"3,6","7,7",5,340,2
10-12-2019,25,"32,6","28,4",84,"7,9","7,2",7,260,2
11-12-2019,25,33,"29,1",78,0,"7,8",6,10,2
12-12-2019,"25,6","31,4","28,7",83,0,"8,5",4,280,1
13-12-2019,"26,2","31,4","28,8",82,0,"1,8",5,260,2
14-12-2019,"25,2","32,6",29,80,0,"3,1",5,280,2
15-12-2019,"22,8","31,2","28,2",88,29,"8,9",5,320,1
16-12-2019,23,"31,2","28,2",87,14,"6,9",4,280,2
17-12-2019,"21,2","31,4","27,3",87,0,5,5,350,2
18-12-2019,"23,2","32,6","28,2",85,"25,5","6,2",4,310,1
19-12-2019,"25,4","32,4","29,3",83,"1,6","8,5",5,350,2
20-12-2019,"25,4","32,4",29,82,"2,2","7,9",4,350,2
21-12-2019,"26,4","32,4","29,5",82,0,"8,5",4,340,2
22-12-2019,"26,4","32,2","28,1",86,0,"5,3",4,350,1
23-12-2019,"25,4",31,"28,1",84,"0,8","6,4",4,360,1
24-12-2019,"26,4","32,4","28,9",84,0,"4,9",5,10,2
25-12-2019,"26,8","32,4","27,9",87,0,"7,5",6,360,2
26-12-2019,25,"31,6","28,2",86,5,"1,9",4,340,2
27-12-2019,"25,6","31,4","27,9",88,"0,6","5,3",5,360,2
28-12-2019,"23,4","30,2","27,5",90,"31,9",5,4,280,2
29-12-2019,"25,8",32,"28,7",84,0,"1,2",4,310,2
30-12-2019,"25,4","31,8",29,86,"4,8","6,6",3,310,1
31-12-2019,"25,4","31,6","27,5",88,0,"3,9",3,330,1
01-01-2020,"24,2","31,4",27,88,"9,6","3,6",6,280,4
02-01-2020,24,31,"27,4",87,"16,7","3,4",6,280,3
03-01-2020,"24,8","32,2","28,4",84,2,"2,5",7,270,3
04-01-2020,22,"31,4","27,1",90,"36,6","4,6",8,270,2
05-01-2020,"25,4","30,4","26,8",92,"3,7","0,8",6,270,2
06-01-2020,"24,6","29,6","26,3",92,"20,3","0,2",4,360,2
07-01-2020,"23,6","30,4","26,7",94,"28,8","3,2",5,280,2
08-01-2020,"24,6","30,2","26,9",93,28,"3,1",5,360,2
09-01-2020,"24,2","30,2","26,4",90,"13,5","2,1",4,260,2
10-01-2020,"25,2","29,8","26,9",93,"2,5","2,9",6,290,2
11-01-2020,"24,6","29,4","27,1",89,"6,4","0,4",3,330,1
12-01-2020,"24,2","31,6","27,7",86,"8,6","0,4",4,320,2
13-01-2020,"24,8","30,8","27,3",86,-,"7,7",6,310,3
14-01-2020,"24,8","30,6","27,8",87,11,"7,8",6,300,2
15-01-2020,"25,4","30,8","28,3",87,-,-,5,280,3
16-01-2020,26,31,"27,6",91,0,"8,4",4,340,1
17-01-2020,"24,8","31,8","27,8",88,0,"4,6",6,300,2
18-01-2020,"24,6","31,8","28,6",82,0,"8,5",4,350,2
19-01-2020,26,"32,2","29,3",82,0,"10,3",4,360,2
20-01-2020,"25,4","32,2","29,3",85,0,"10,3",5,250,2
21-01-2020,"25,6",-,"28,4",88,0,"7,7",4,340,2
22-01-2020,"25,4","32,4",29,83,0,"4,7",4,350,2
23-01-2020,"25,4",33,"29,4",80,0,"9,4",4,330,2
24-01-2020,"26,6","31,6","28,7",84,-,"7,7",6,330,2
25-01-2020,"26,2","31,4","27,2",92,0,"4,9",6,280,2
26-01-2020,"24,6",31,"27,8",86,"113,6","4,7",4,350,2
27-01-2020,26,"31,4","28,9",84,0,"8,6",5,350,2
28-01-2020,26,"32,2",29,84,0,"8,8",6,330,2
29-01-2020,"26,4","31,8","29,1",85,0,"8,1",6,300,2
30-01-2020,"26,2","31,4","28,7",84,0,"6,5",5,270,1
31-01-2020,26,"32,2","28,5",85,0,"1,7",5,300,2
01-02-2020,25,"31,8","27,7",88,1,"4,2",5,310,2
02-02-2020,"25,8","30,6",27,90,1,"6,3",5,270,2
03-02-2020,25,"31,6","27,2",90,"2,7","2,6",5,330,2
04-02-2020,"22,2",31,"28,2",85,"60,5","5,3",4,200,2
05-02-2020,25,"31,4","27,6",86,"54,2","6,1",4,290,1
06-02-2020,"25,2",31,"27,8",87,"13,4",5,6,340,3
07-02-2020,25,"31,2","26,8",89,"8,2","7,1",6,300,2
08-02-2020,"22,6","31,6","27,7",85,"29,5","3,6",8,260,3
09-02-2020,"25,4","31,2","27,4",84,-,"4,2",5,260,1
10-02-2020,"25,4","30,8","27,5",88,"0,5","1,6",5,330,2
11-02-2020,"24,8","30,6","27,6",87,0,"6,2",4,350,1
12-02-2020,"24,4",-,"27,1",88,0,"1,6",3,350,1
13-02-2020,-,"31,4","28,4",-,-,-,5,350,1
